[Tue Jul 22 17:57:15.025877 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP Notice:  Array to string conversion in /home/shikon/proj/csmv/app/Tygh/Registry.php on line 414, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.025994 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP Stack trace:, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026023 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   1. {main}() /home/shikon/proj/csmv/install/index.php:0, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026040 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   2. include() /home/shikon/proj/csmv/install/index.php:21, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026056 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   3. Installer\\App->run() /home/shikon/proj/csmv/install/run.php:27, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026074 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   4. Installer\\App->dispatch() /home/shikon/proj/csmv/install/app/Installer/App.php:339, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026091 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   5. ReflectionMethod->invokeArgs() /home/shikon/proj/csmv/install/app/Installer/App.php:217, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026109 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   6. Installer\\SetupController->actionNextStep() /home/shikon/proj/csmv/install/app/Installer/App.php:217, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026125 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   7. Installer\\Setup->setupLanguages() /home/shikon/proj/csmv/install/app/Installer/SetupController.php:228, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026142 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   8. Tygh\\Languages\\Languages::installLanguagePack() /home/shikon/proj/csmv/install/app/Installer/Setup.php:267, referer: http://csmv.int/install/index.php
[Tue Jul 22 17:57:15.026158 2014] [:error] [pid 15282] [client 127.0.0.1:60992] PHP   9. fn_save_languages_integrity() /home/shikon/proj/csmv/app/Tygh/Languages/Languages.php:511, referer: http://csmv.int/install/index.php
